年齢,性別,身長,体重,今の時間帯,空いた時間,食べたカロリー,これから食べるカロリー,食べれたか
59,男性,173.4,66.4,2023-08-22 02:45:00,15.0,505.8,766.5,1
48,男性,170.5,64.0,2023-08-22 08:32:00,19.2,350.8,742.6,1
43,男性,171.9,65.2,2023-08-22 04:56:00,15.3,360.5,789.7,1
24,女性,156.3,54.1,2023-08-22 17:23:00,2.0,747.7,503.4,0
51,男性,174.8,67.3,2023-08-22 16:11:00,11.5,759.3,748.3,1
29,男性,172.1,65.7,2023-08-22 02:33:00,12.0,767.6,751.3,1
49,男性,174.2,67.7,2023-08-22 17:09:00,20.6,371.2,574.0,1
25,男性,166.5,61.9,2023-08-22 06:48:00,1.8,644.2,300.2,0
37,女性,161.3,57.4,2023-08-22 11:44:00,12.8,441.4,719.6,1
19,女性,163.4,59.6,2023-08-22 07:25:00,9.5,430.1,444.0,1
41,女性,164.6,60.5,2023-08-22 03:23:00,10.0,604.3,493.3,1
57,女性,156.7,54.2,2023-08-22 15:04:00,8.7,405.1,720.4,1
73,女性,164.8,60.5,2023-08-22 17:43:00,10.8,771.0,436.2,1
26,男性,167.8,62.3,2023-08-22 10:25:00,2.5,646.9,779.8,0
26,女性,161.6,58.3,2023-08-22 21:35:00,1.1,639.2,375.4,0
64,男性,167.8,62.0,2023-08-22 02:58:00,15.2,658.3,544.4,1
63,男性,173.4,67.1,2023-08-22 13:09:00,17.8,615.8,757.9,1
65,男性,168.5,63.0,2023-08-22 15:06:00,11.8,689.7,650.8,1
21,男性,166.5,61.9,2023-08-22 15:03:00,2.8,510.3,444.1,1
25,女性,161.8,58.1,2023-08-22 02:44:00,19.4,746.9,371.9,1
75,男性,172.5,66.2,2023-08-22 20:50:00,22.7,315.6,676.2,1
61,男性,170.5,64.1,2023-08-22 09:08:00,17.5,324.4,510.8,1
60,男性,174.0,67.5,2023-08-22 11:01:00,2.0,435.2,484.6,0
43,男性,174.6,67.9,2023-08-22 21:40:00,4.6,625.5,744.6,0
36,女性,163.1,59.2,2023-08-22 15:28:00,16.8,484.0,479.0,1
67,女性,163.5,59.1,2023-08-22 01:45:00,8.9,702.6,658.5,1
50,男性,165.1,60.7,2023-08-22 13:43:00,4.6,393.8,397.2,1
35,男性,167.5,62.0,2023-08-22 19:27:00,20.9,555.3,527.0,1
78,女性,155.6,53.7,2023-08-22 03:35:00,9.6,519.0,327.3,1
29,女性,156.6,54.6,2023-08-22 10:37:00,17.7,596.9,756.4,1
66,女性,164.4,60.2,2023-08-22 20:11:00,16.5,719.1,426.7,1
26,男性,170.1,64.2,2023-08-22 07:47:00,6.8,540.7,485.4,1
68,男性,169.3,63.3,2023-08-22 05:04:00,9.2,352.2,371.0,1
25,男性,174.9,68.1,2023-08-22 06:37:00,9.2,388.5,468.8,1
59,男性,169.7,63.4,2023-08-22 10:24:00,7.5,333.8,709.3,1
36,男性,174.2,66.8,2023-08-22 01:12:00,2.1,695.5,404.2,0
58,女性,157.0,54.6,2023-08-22 10:47:00,5.6,342.6,332.9,1
39,女性,161.3,58.2,2023-08-22 05:25:00,17.9,545.1,553.6,1
48,女性,163.8,60.0,2023-08-22 09:51:00,10.0,355.6,517.0,1
45,男性,171.3,64.8,2023-08-22 13:24:00,21.6,498.9,580.8,1
45,男性,170.5,64.4,2023-08-22 15:17:00,19.6,507.5,574.9,1
53,男性,165.9,61.0,2023-08-22 17:47:00,14.6,339.5,316.4,1
35,男性,170.2,63.7,2023-08-22 01:38:00,21.9,760.2,737.5,1
30,男性,171.4,64.9,2023-08-22 22:11:00,13.4,495.4,552.4,1
40,女性,157.8,55.1,2023-08-22 12:07:00,9.6,735.5,389.3,1
30,男性,171.5,65.2,2023-08-22 02:53:00,21.8,680.6,500.4,1
27,女性,158.8,56.2,2023-08-22 02:13:00,16.3,756.7,469.4,1
30,女性,161.7,58.1,2023-08-22 14:35:00,7.9,452.1,754.7,1
34,男性,171.6,65.3,2023-08-22 16:35:00,10.8,668.2,438.3,1
25,女性,157.2,55.0,2023-08-22 17:10:00,19.3,766.3,454.9,1
51,男性,168.5,62.7,2023-08-22 01:42:00,11.3,421.7,563.9,1
76,男性,171.1,65.0,2023-08-22 20:01:00,21.5,309.2,475.2,1
19,男性,167.5,62.0,2023-08-22 05:36:00,21.9,716.0,667.6,1
62,女性,161.2,57.4,2023-08-22 23:45:00,3.5,665.8,648.7,0
33,男性,170.5,64.3,2023-08-22 05:22:00,20.2,543.4,537.9,1
32,男性,171.2,65.1,2023-08-22 20:10:00,9.6,617.8,619.4,1
62,女性,160.6,57.4,2023-08-22 10:04:00,1.3,447.9,792.4,0
75,女性,156.7,54.4,2023-08-22 19:23:00,10.6,468.8,654.6,1
42,女性,164.3,59.5,2023-08-22 14:17:00,21.1,594.5,479.7,1
63,女性,157.1,54.4,2023-08-22 14:09:00,9.4,607.9,626.1,1
71,女性,158.8,55.8,2023-08-22 19:52:00,22.8,586.8,407.1,1
44,女性,155.2,53.4,2023-08-22 02:15:00,5.3,566.1,335.8,1
21,男性,170.2,63.9,2023-08-22 10:24:00,14.6,354.6,628.9,1
63,男性,175.0,67.7,2023-08-22 04:23:00,14.1,519.3,642.1,1
75,男性,166.5,61.6,2023-08-22 15:10:00,16.8,714.4,359.8,1
44,男性,170.1,64.3,2023-08-22 18:49:00,15.5,748.2,564.3,1
69,男性,167.3,61.9,2023-08-22 09:57:00,16.8,312.1,614.3,1
80,男性,174.7,68.0,2023-08-22 12:28:00,12.5,722.3,504.8,1
68,女性,163.7,59.6,2023-08-22 16:38:00,13.5,568.4,780.5,1
34,男性,170.4,64.4,2023-08-22 11:10:00,5.5,440.0,531.0,1
76,男性,171.6,65.0,2023-08-22 11:54:00,1.3,436.1,643.3,0
52,男性,169.2,63.2,2023-08-22 03:02:00,15.2,639.6,487.8,1
26,男性,165.3,60.4,2023-08-22 05:06:00,3.2,380.9,762.1,0
59,男性,170.5,64.7,2023-08-22 16:04:00,6.9,690.9,462.9,1
79,男性,171.4,64.8,2023-08-22 04:58:00,10.8,344.0,318.6,1
29,女性,164.7,60.6,2023-08-22 04:32:00,23.0,533.6,729.3,1
65,男性,165.9,61.3,2023-08-22 22:04:00,10.5,730.2,600.0,1
48,男性,169.5,63.9,2023-08-22 12:44:00,10.5,679.2,590.2,1
53,女性,160.9,57.1,2023-08-22 17:39:00,19.2,413.2,712.9,1
42,女性,159.3,56.7,2023-08-22 04:16:00,16.2,364.9,455.0,1
29,男性,170.8,64.8,2023-08-22 17:59:00,21.6,329.5,518.4,1
53,男性,169.0,63.7,2023-08-22 08:58:00,4.4,429.0,451.0,1
51,男性,169.4,63.9,2023-08-22 02:26:00,19.9,333.8,735.8,1
58,男性,169.7,63.9,2023-08-22 14:22:00,8.7,590.2,699.4,1
40,男性,171.7,65.4,2023-08-22 15:14:00,2.6,390.6,762.0,0
51,男性,166.0,61.1,2023-08-22 06:58:00,15.4,507.3,369.0,1
26,男性,173.0,66.1,2023-08-22 04:58:00,7.3,779.9,502.7,1
49,女性,162.1,58.5,2023-08-22 08:01:00,5.1,685.3,772.7,0
35,女性,162.0,58.3,2023-08-22 03:54:00,10.9,564.0,462.2,1
60,女性,162.5,58.3,2023-08-22 23:19:00,1.2,555.9,384.5,0
55,男性,169.3,63.3,2023-08-22 15:56:00,10.9,606.6,589.6,1
51,女性,163.2,58.8,2023-08-22 15:35:00,18.9,489.5,429.1,1
55,女性,158.0,55.2,2023-08-22 23:24:00,12.5,588.7,612.8,1
75,男性,174.2,67.6,2023-08-22 08:45:00,10.1,457.5,431.2,1
36,男性,172.3,66.1,2023-08-22 20:44:00,23.0,596.5,364.6,1
56,男性,166.3,61.1,2023-08-22 21:05:00,20.4,580.8,591.5,1
80,男性,170.5,64.2,2023-08-22 05:47:00,8.5,556.4,609.3,1
44,男性,168.4,63.0,2023-08-22 14:33:00,21.0,571.6,496.1,1
34,男性,168.4,63.2,2023-08-22 15:35:00,8.2,649.1,792.9,1
49,女性,159.3,56.8,2023-08-22 16:59:00,16.5,427.1,776.7,1
76,女性,156.5,54.3,2023-08-22 03:05:00,13.4,403.5,754.3,1
27,女性,157.2,55.0,2023-08-22 10:40:00,14.0,450.0,390.3,1
51,女性,159.9,56.7,2023-08-22 06:18:00,9.7,563.5,476.6,1
71,男性,165.4,61.1,2023-08-22 06:20:00,17.1,376.5,748.3,1
70,男性,169.3,63.2,2023-08-22 03:29:00,2.7,760.6,524.5,0
39,男性,172.1,65.7,2023-08-22 19:03:00,6.2,476.6,655.3,1
53,女性,159.1,56.5,2023-08-22 07:08:00,3.8,464.2,304.7,1
78,男性,165.8,60.9,2023-08-22 12:03:00,16.3,521.2,750.7,1
67,女性,156.8,54.6,2023-08-22 02:53:00,22.5,441.5,718.9,1
49,男性,167.4,62.4,2023-08-22 14:43:00,4.1,570.6,782.3,0
79,女性,157.1,54.8,2023-08-22 21:27:00,1.0,761.3,505.7,0
29,女性,160.8,57.4,2023-08-22 01:54:00,21.9,596.5,644.2,1
72,女性,158.7,56.0,2023-08-22 01:06:00,22.8,762.2,738.7,1
43,男性,167.0,61.4,2023-08-22 22:15:00,21.5,688.9,760.8,1
27,女性,158.6,55.7,2023-08-22 09:11:00,16.4,717.8,723.3,1
54,女性,157.2,54.5,2023-08-22 11:45:00,1.3,321.6,797.2,0
42,女性,159.7,56.2,2023-08-22 20:05:00,9.7,517.1,652.2,1
77,男性,169.4,63.7,2023-08-22 17:15:00,12.9,300.4,531.5,1
65,女性,157.1,54.8,2023-08-22 01:32:00,21.3,409.8,306.4,1
29,女性,162.0,58.1,2023-08-22 13:09:00,8.2,684.2,594.1,1
31,男性,166.9,61.5,2023-08-22 06:59:00,9.8,622.3,696.5,1
64,男性,166.2,61.6,2023-08-22 12:36:00,14.9,328.7,500.7,1
50,男性,167.4,62.6,2023-08-22 13:48:00,18.9,658.5,497.8,1
54,女性,157.1,55.1,2023-08-22 05:47:00,11.6,492.8,755.7,1
19,女性,159.8,56.8,2023-08-22 03:48:00,11.1,602.7,701.3,1
36,女性,161.9,58.5,2023-08-22 18:42:00,22.3,539.5,493.7,1
25,男性,168.2,62.3,2023-08-22 13:10:00,17.6,698.9,691.8,1
54,男性,173.2,66.1,2023-08-22 03:21:00,4.5,664.7,545.1,0
74,女性,159.0,56.1,2023-08-22 17:53:00,15.5,384.9,624.5,1
69,女性,163.1,59.5,2023-08-22 11:10:00,21.4,582.2,383.5,1
49,男性,172.5,66.1,2023-08-22 01:42:00,19.4,491.6,476.9,1
31,女性,160.9,57.4,2023-08-22 21:52:00,9.4,706.3,517.1,1
75,男性,170.5,64.6,2023-08-22 07:36:00,2.0,517.6,572.7,0
19,女性,162.6,58.6,2023-08-22 05:39:00,18.0,359.0,535.0,1
79,男性,171.9,65.8,2023-08-22 14:08:00,8.3,703.3,708.2,1
68,女性,164.0,59.6,2023-08-22 07:34:00,5.7,387.2,414.4,1
77,女性,158.2,55.7,2023-08-22 20:18:00,16.5,303.5,785.0,1
64,男性,168.4,62.9,2023-08-22 11:51:00,7.2,622.6,613.4,1
69,女性,156.8,54.4,2023-08-22 21:55:00,14.2,739.6,647.0,1
64,女性,163.2,58.9,2023-08-22 08:58:00,16.7,496.4,645.2,1
36,男性,172.2,65.8,2023-08-22 23:12:00,17.1,790.8,574.1,1
44,女性,163.8,59.3,2023-08-22 15:32:00,1.6,639.7,396.4,0
23,女性,161.6,58.3,2023-08-22 01:01:00,6.1,791.0,520.9,0
79,女性,159.4,56.0,2023-08-22 05:01:00,7.5,542.6,667.2,1
54,男性,168.1,63.0,2023-08-22 02:30:00,9.7,478.7,575.1,1
22,女性,161.5,57.7,2023-08-22 09:05:00,22.7,313.2,724.7,1
36,女性,164.9,60.2,2023-08-22 14:40:00,7.7,308.0,500.8,1
73,男性,173.5,66.7,2023-08-22 03:48:00,13.1,329.8,410.2,1
72,男性,167.8,62.6,2023-08-22 19:13:00,7.4,360.3,484.5,1
54,男性,167.1,62.0,2023-08-22 11:13:00,11.9,340.5,787.1,1
73,男性,167.2,62.2,2023-08-22 11:07:00,1.1,745.0,599.8,0
72,男性,166.0,61.6,2023-08-22 13:24:00,8.1,529.0,700.6,1
25,女性,155.9,53.8,2023-08-22 22:19:00,8.7,637.0,755.2,1
68,女性,158.6,55.9,2023-08-22 01:24:00,20.8,612.6,386.0,1
38,男性,173.3,66.7,2023-08-22 07:23:00,10.7,367.1,468.5,1
19,男性,165.2,60.4,2023-08-22 15:05:00,4.8,733.3,453.1,1
70,男性,173.0,66.6,2023-08-22 23:15:00,13.8,563.8,718.2,1
78,男性,171.9,65.3,2023-08-22 21:21:00,13.8,484.6,526.4,1
26,男性,168.7,62.9,2023-08-22 10:26:00,7.8,520.9,689.2,1
48,男性,167.0,62.2,2023-08-22 01:14:00,5.2,712.6,774.3,0
32,女性,156.3,54.7,2023-08-22 01:34:00,5.9,767.6,755.0,0
76,女性,159.8,57.0,2023-08-22 22:04:00,12.3,577.2,425.0,1
26,女性,161.5,58.2,2023-08-22 09:42:00,10.5,461.8,560.5,1
44,男性,167.4,62.5,2023-08-22 21:11:00,1.4,681.6,367.1,0
30,女性,157.4,55.1,2023-08-22 22:58:00,18.9,367.8,393.3,1
25,男性,172.4,65.6,2023-08-22 03:33:00,15.0,591.0,622.7,1
48,女性,159.5,56.4,2023-08-22 05:57:00,15.1,356.5,700.8,1
65,女性,157.5,55.5,2023-08-22 16:54:00,20.4,396.2,550.5,1
58,女性,165.0,60.0,2023-08-22 05:41:00,22.9,664.4,520.8,1
59,女性,155.8,53.9,2023-08-22 23:29:00,4.2,376.3,567.5,1
29,男性,166.2,60.9,2023-08-22 20:31:00,21.7,468.7,606.8,1
62,男性,174.8,67.8,2023-08-22 07:15:00,7.0,487.9,414.6,1
52,女性,161.0,57.4,2023-08-22 23:23:00,1.2,332.5,642.1,0
28,女性,163.7,59.7,2023-08-22 22:47:00,21.2,609.2,341.5,1
37,男性,172.8,65.8,2023-08-22 23:57:00,1.3,557.3,792.6,0
33,男性,167.3,62.5,2023-08-22 18:55:00,19.8,598.1,328.3,1
68,女性,164.8,60.2,2023-08-22 23:48:00,21.8,368.1,693.0,1
27,男性,171.4,64.7,2023-08-22 13:58:00,22.0,704.9,543.5,1
44,男性,175.0,68.2,2023-08-22 02:49:00,19.2,393.9,728.4,1
45,男性,166.3,61.4,2023-08-22 17:15:00,6.4,789.0,342.3,1
34,男性,174.9,67.7,2023-08-22 04:54:00,1.2,659.3,494.9,0
22,男性,171.9,65.9,2023-08-22 08:49:00,4.7,367.0,662.1,1
56,男性,165.7,60.7,2023-08-22 02:49:00,10.2,463.6,581.1,1
31,女性,158.8,55.8,2023-08-22 01:14:00,7.9,466.0,779.5,1
58,男性,172.6,66.2,2023-08-22 04:04:00,11.6,468.1,551.3,1
62,女性,155.3,54.0,2023-08-22 07:46:00,1.2,320.3,385.9,0
33,女性,161.1,57.5,2023-08-22 16:25:00,17.2,348.6,631.7,1
31,女性,156.5,53.9,2023-08-22 15:18:00,13.1,473.1,413.7,1
40,男性,165.8,60.6,2023-08-22 23:50:00,14.9,651.7,465.3,1
74,男性,172.3,65.4,2023-08-22 05:30:00,17.9,611.7,645.4,1
55,女性,161.1,57.1,2023-08-22 23:36:00,17.1,458.3,709.4,1
74,男性,169.2,63.1,2023-08-22 03:32:00,21.1,779.2,502.7,1
35,女性,160.9,57.7,2023-08-22 18:11:00,15.8,386.7,754.5,1
58,女性,155.2,53.8,2023-08-22 13:37:00,15.5,346.2,645.7,1
32,女性,160.8,57.4,2023-08-22 05:01:00,18.3,769.5,662.0,1
35,女性,155.4,53.1,2023-08-22 08:15:00,4.5,510.3,355.1,1
30,男性,171.2,64.7,2023-08-22 21:17:00,7.7,589.3,540.0,1
54,男性,173.9,66.8,2023-08-22 15:50:00,13.9,562.7,390.5,1
32,男性,173.2,66.4,2023-08-22 01:11:00,18.6,418.0,768.4,1
27,女性,160.2,57.1,2023-08-22 20:43:00,13.2,470.4,539.0,1
50,女性,162.1,58.2,2023-08-22 17:53:00,15.0,368.1,698.1,1
18,女性,164.5,60.5,2023-08-22 15:08:00,11.1,603.9,437.7,1
64,男性,173.1,66.4,2023-08-22 09:15:00,9.0,508.5,380.7,1
64,男性,173.0,66.2,2023-08-22 20:09:00,18.9,615.1,422.9,1
35,男性,171.1,65.3,2023-08-22 22:27:00,15.6,572.4,739.9,1
72,男性,169.2,63.0,2023-08-22 14:39:00,16.3,539.0,694.4,1
52,女性,156.0,53.6,2023-08-22 06:06:00,4.3,560.8,787.1,0
60,女性,158.2,55.6,2023-08-22 04:12:00,9.7,604.8,431.2,1
25,女性,158.9,56.1,2023-08-22 09:40:00,7.2,468.4,486.7,1
51,男性,167.6,62.0,2023-08-22 07:31:00,21.2,471.5,580.3,1
19,女性,162.6,58.5,2023-08-22 18:55:00,12.7,488.2,698.6,1
69,女性,156.7,54.8,2023-08-22 23:15:00,9.3,304.0,622.2,1
68,男性,168.8,63.5,2023-08-22 11:56:00,17.6,548.4,773.3,1
56,女性,163.9,59.9,2023-08-22 20:56:00,8.1,424.0,775.3,1
21,女性,161.9,58.4,2023-08-22 01:29:00,18.4,347.0,480.6,1
20,男性,167.2,61.7,2023-08-22 07:11:00,21.7,480.7,354.8,1
36,女性,156.5,54.8,2023-08-22 11:18:00,10.9,745.6,710.5,1
29,男性,169.7,64.0,2023-08-22 18:15:00,13.8,652.5,686.9,1
20,男性,172.1,65.9,2023-08-22 20:56:00,16.0,494.9,472.5,1
53,女性,158.0,55.9,2023-08-22 17:46:00,2.1,742.0,503.8,0
60,女性,157.0,54.4,2023-08-22 11:07:00,9.0,337.0,440.7,1
61,女性,161.4,57.6,2023-08-22 20:28:00,17.6,514.6,572.9,1
75,女性,161.4,57.5,2023-08-22 21:15:00,3.7,620.4,515.4,0
63,男性,170.0,64.6,2023-08-22 16:21:00,17.3,669.5,317.0,1
79,女性,164.8,59.9,2023-08-22 05:30:00,9.3,687.6,355.0,1
76,女性,156.6,54.7,2023-08-22 14:18:00,4.4,680.0,461.3,0
49,男性,167.5,62.3,2023-08-22 07:59:00,3.2,638.2,740.3,0
23,男性,172.4,66.0,2023-08-22 14:46:00,17.1,529.0,391.1,1
46,男性,172.7,66.0,2023-08-22 06:49:00,5.8,340.8,594.4,1
60,女性,162.6,58.7,2023-08-22 08:18:00,21.4,706.7,414.5,1
64,男性,168.8,63.3,2023-08-22 02:26:00,2.5,430.2,551.3,0
43,女性,164.1,60.2,2023-08-22 07:03:00,15.0,587.0,346.3,1
20,男性,169.2,63.3,2023-08-22 16:35:00,22.2,649.2,649.4,1
62,女性,158.0,55.5,2023-08-22 08:03:00,9.9,599.9,332.8,1
63,男性,170.9,64.6,2023-08-22 23:21:00,10.7,770.2,392.0,1
24,男性,173.0,66.4,2023-08-22 10:07:00,13.6,399.4,369.0,1
78,女性,164.7,60.2,2023-08-22 19:57:00,20.1,643.0,746.3,1
55,女性,158.2,56.0,2023-08-22 06:58:00,3.1,591.6,492.9,0
44,女性,159.6,56.1,2023-08-22 22:44:00,17.1,340.8,672.0,1
72,男性,171.7,65.2,2023-08-22 14:30:00,21.9,619.8,423.9,1
26,男性,169.3,63.7,2023-08-22 06:15:00,21.8,438.5,655.0,1
72,男性,172.4,66.0,2023-08-22 23:21:00,2.4,696.0,587.1,0
30,男性,167.9,62.5,2023-08-22 07:50:00,14.0,696.9,465.1,1
29,女性,156.9,54.6,2023-08-22 09:01:00,6.5,526.7,601.2,1
74,女性,155.3,54.0,2023-08-22 09:25:00,16.5,377.1,675.2,1
44,女性,159.0,56.1,2023-08-22 11:14:00,11.3,487.6,630.4,1
69,男性,174.7,67.5,2023-08-22 02:28:00,3.3,344.9,470.2,1
36,男性,172.5,66.1,2023-08-22 10:02:00,13.0,617.8,341.9,1
23,男性,170.7,64.9,2023-08-22 21:43:00,4.9,758.7,570.3,0
20,女性,163.4,59.3,2023-08-22 01:34:00,13.1,642.9,483.8,1
49,男性,169.3,63.3,2023-08-22 21:13:00,4.0,337.4,538.2,1
60,女性,156.8,54.1,2023-08-22 10:15:00,6.1,774.6,511.8,0
62,女性,159.0,56.1,2023-08-22 18:33:00,17.6,655.1,445.1,1
18,男性,169.3,63.7,2023-08-22 07:06:00,16.6,448.2,602.5,1
75,女性,165.0,60.6,2023-08-22 11:14:00,1.7,620.0,510.8,0
21,女性,160.1,56.7,2023-08-22 16:08:00,7.9,396.9,489.2,1
40,男性,171.0,64.8,2023-08-22 11:06:00,7.2,674.4,350.2,1
24,男性,167.3,61.6,2023-08-22 11:35:00,2.6,468.7,671.4,0
54,女性,159.5,56.0,2023-08-22 09:13:00,22.4,541.1,447.5,1
23,男性,169.5,64.0,2023-08-22 20:56:00,11.1,617.7,799.5,1
65,女性,164.9,60.6,2023-08-22 15:56:00,5.5,612.7,754.6,0
72,男性,165.5,60.9,2023-08-22 06:34:00,1.5,426.3,657.1,0
80,男性,171.7,65.1,2023-08-22 18:09:00,17.0,712.7,481.1,1
68,男性,174.6,67.7,2023-08-22 16:18:00,4.6,682.1,572.8,0
70,女性,156.7,54.3,2023-08-22 10:22:00,20.9,628.1,717.2,1
38,女性,161.3,57.8,2023-08-22 20:16:00,5.0,442.0,749.2,0
56,女性,156.0,53.7,2023-08-22 06:40:00,7.9,663.5,527.5,1
30,女性,158.1,55.5,2023-08-22 20:33:00,17.5,351.1,460.2,1
40,男性,170.2,64.4,2023-08-22 08:02:00,12.4,715.3,678.2,1
40,男性,166.5,61.7,2023-08-22 07:28:00,6.4,655.9,443.5,1
40,男性,165.9,60.8,2023-08-22 17:18:00,14.3,388.1,332.7,1
49,女性,163.2,58.9,2023-08-22 07:02:00,13.1,381.8,741.7,1
47,男性,171.9,65.4,2023-08-22 23:25:00,17.0,397.3,395.3,1
79,男性,167.3,62.2,2023-08-22 07:41:00,15.4,454.4,652.6,1
77,男性,170.2,64.5,2023-08-22 02:58:00,7.7,686.2,765.9,0
39,女性,164.4,59.6,2023-08-22 05:48:00,8.1,532.6,425.5,1
35,男性,168.1,62.2,2023-08-22 02:35:00,12.4,497.4,733.6,1
77,男性,168.3,63.3,2023-08-22 23:49:00,5.2,466.6,697.7,0
70,男性,169.5,63.3,2023-08-22 02:31:00,17.3,352.6,664.4,1
47,女性,156.9,54.7,2023-08-22 10:43:00,22.6,449.0,477.6,1
65,男性,170.6,64.2,2023-08-22 17:24:00,3.6,696.4,629.3,0
45,男性,168.8,62.9,2023-08-22 05:08:00,1.8,461.0,638.7,0
22,男性,174.3,67.6,2023-08-22 09:45:00,15.2,411.6,420.0,1
59,女性,159.8,57.0,2023-08-22 18:42:00,16.7,364.6,411.9,1
44,男性,173.0,66.5,2023-08-22 07:22:00,4.5,429.1,574.5,1
47,女性,161.8,58.3,2023-08-22 21:15:00,11.8,589.8,512.0,1
47,男性,174.4,67.3,2023-08-22 23:28:00,5.3,780.8,644.7,0
63,男性,169.0,62.9,2023-08-22 22:41:00,9.1,768.6,360.4,1
44,女性,160.0,56.5,2023-08-22 11:39:00,11.4,671.9,591.1,1
61,女性,161.3,57.6,2023-08-22 16:03:00,20.8,674.8,621.9,1
21,女性,156.5,54.1,2023-08-22 04:12:00,17.8,626.2,547.7,1
54,男性,173.5,66.7,2023-08-22 19:30:00,1.2,582.7,310.5,0
45,男性,172.4,65.7,2023-08-22 23:10:00,18.0,428.8,771.2,1
23,女性,156.3,54.4,2023-08-22 05:20:00,19.6,423.7,575.2,1
56,男性,165.9,60.6,2023-08-22 03:53:00,8.1,535.1,566.8,1
50,女性,157.1,55.1,2023-08-22 21:55:00,2.1,310.0,576.0,0
62,女性,161.8,58.3,2023-08-22 19:32:00,17.3,311.8,477.3,1
32,男性,168.7,63.0,2023-08-22 04:45:00,4.8,591.3,374.0,1
35,男性,168.4,63.0,2023-08-22 09:13:00,21.1,410.6,579.1,1
62,男性,166.0,61.3,2023-08-22 12:05:00,11.1,794.2,349.1,1
27,女性,159.8,56.2,2023-08-22 06:56:00,5.8,582.2,393.4,1
55,女性,165.0,60.0,2023-08-22 16:57:00,18.7,601.2,551.7,1
61,男性,174.5,67.9,2023-08-22 21:23:00,15.1,475.0,617.1,1
76,女性,163.6,59.3,2023-08-22 16:45:00,10.1,363.6,617.1,1
43,女性,157.5,54.7,2023-08-22 09:03:00,2.5,736.7,662.9,0
51,男性,171.0,64.6,2023-08-22 09:44:00,19.8,599.7,678.5,1
73,女性,156.8,54.4,2023-08-22 17:08:00,13.9,733.7,495.9,1
31,男性,172.2,65.5,2023-08-22 11:26:00,10.0,371.5,432.6,1
39,女性,157.6,55.4,2023-08-22 04:32:00,12.2,673.6,472.6,1
20,男性,165.2,61.0,2023-08-22 21:08:00,11.9,386.6,588.2,1
30,女性,159.1,56.1,2023-08-22 11:43:00,16.4,407.4,499.6,1
34,男性,171.4,65.0,2023-08-22 05:49:00,22.0,339.2,548.3,1
48,男性,173.2,66.4,2023-08-22 23:19:00,4.9,512.0,760.9,0
56,男性,173.7,66.8,2023-08-22 08:39:00,15.8,692.3,631.4,1
52,男性,167.7,62.1,2023-08-22 12:04:00,17.8,495.4,570.7,1
80,女性,161.3,57.4,2023-08-22 11:05:00,7.5,782.4,766.7,0
56,女性,162.4,58.5,2023-08-22 22:55:00,8.8,601.8,492.5,1
78,男性,172.3,66.3,2023-08-22 03:27:00,1.0,693.9,443.1,0
53,女性,162.2,58.7,2023-08-22 16:06:00,2.5,354.4,454.4,1
37,女性,162.4,58.0,2023-08-22 06:38:00,7.5,593.6,461.5,1
20,男性,170.6,64.8,2023-08-22 08:09:00,12.4,771.7,789.4,1
58,女性,156.3,54.7,2023-08-22 09:38:00,1.2,527.5,623.5,0
67,女性,158.8,55.6,2023-08-22 22:39:00,15.7,768.8,356.8,1
69,男性,170.0,64.5,2023-08-22 12:49:00,14.6,730.7,726.6,1
24,男性,170.5,64.4,2023-08-22 19:50:00,18.0,695.6,482.6,1
38,男性,165.5,60.9,2023-08-22 03:21:00,22.6,348.8,465.7,1
22,女性,164.7,59.9,2023-08-22 20:26:00,19.7,435.5,645.2,1
34,女性,160.0,56.6,2023-08-22 19:15:00,12.7,795.2,580.7,1
20,女性,157.6,55.2,2023-08-22 18:50:00,8.1,448.1,357.3,1
69,女性,155.3,53.3,2023-08-22 13:56:00,16.5,797.5,531.2,1
44,男性,170.8,64.7,2023-08-22 06:19:00,7.2,500.2,781.5,1
64,女性,157.9,55.6,2023-08-22 17:08:00,22.0,585.3,432.4,1
38,男性,173.2,66.5,2023-08-22 19:30:00,7.5,431.2,709.3,1
57,男性,174.5,67.6,2023-08-22 23:58:00,7.4,402.1,630.2,1
50,女性,163.6,59.8,2023-08-22 16:51:00,12.3,480.5,592.0,1
38,女性,155.8,53.5,2023-08-22 23:49:00,5.0,485.4,768.6,0
32,女性,163.0,58.8,2023-08-22 04:36:00,6.1,391.2,496.6,1
57,女性,164.5,59.8,2023-08-22 21:52:00,21.0,396.2,417.1,1
50,男性,165.8,60.9,2023-08-22 15:09:00,17.5,737.0,758.0,1
65,男性,165.6,60.5,2023-08-22 19:22:00,21.5,698.9,744.5,1
78,女性,156.1,53.8,2023-08-22 20:03:00,18.2,577.6,776.1,1
46,男性,174.8,67.4,2023-08-22 09:47:00,7.8,621.6,633.5,1
47,女性,159.8,56.9,2023-08-22 22:20:00,3.9,445.9,400.7,1
21,男性,172.2,66.2,2023-08-22 17:09:00,17.2,380.2,405.5,1
37,女性,163.0,58.6,2023-08-22 10:25:00,4.8,639.3,648.5,0
52,男性,174.7,67.6,2023-08-22 15:12:00,22.1,779.4,519.7,1
64,男性,173.7,67.0,2023-08-22 21:23:00,9.3,752.2,577.0,1
76,男性,172.1,65.2,2023-08-22 23:27:00,15.1,419.6,545.2,1
